addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
충청북도 괴산군 청천면 괴산로공림길 104,,33,0,A02,A0201,A02010800,125895,12,20030813090000,,,,127.8159578308,36.6318467019,6,20231110030349,1,,공림사,28064
전라남도 순천시 금곡동 134-2,,38,0,A03,A0302,A03022700,2792585,12,20211213184415,http://tong.visitkorea.or.kr/cms/resource/12/2795912_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2795912_image2_1.jpg,Type3,127.4783575169,34.9548283012,6,20231102101424,11,,공마당둘레길,
충청남도 공주시 금성동,,34,,A02,A0201,A02010700,3038480,12,20231114100006,http://tong.visitkorea.or.kr/cms/resource/74/3038474_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/74/3038474_image3_1.JPG,Type3,127.1295129429,36.4603485194,6,20231114100053,1,,공산성 광복루,32538
충청남도 공주시 금성동,,34,,A02,A0201,A02010700,3038487,12,20231114100613,http://tong.visitkorea.or.kr/cms/resource/81/3038481_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/3038481_image3_1.JPG,Type3,127.1256493485,36.4622843409,6,20231114100627,1,,공산성 쌍수정,32538
충청남도 공주시 금성동,58,34,,A02,A0201,A02010700,2916020,12,20221123125802,http://tong.visitkorea.or.kr/cms/resource/15/2916015_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2916015_image3_1.jpg,Type3,127.1284823825,36.4639258691,6,20221123125819,1,,공산성연지,32555
부산광역시 기장군 기장읍 공수해안길 13-2,,6,0,A02,A0203,A02030100,128610,12,20050926090000,http://tong.visitkorea.or.kr/cms/resource/32/2504632_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2504632_image2_1.jpg,Type3,129.2111944455,35.1844585662,6,20230703154223,3,,공수어촌체험마을,46084
강원특별자치도 양양군 서면 공수전리,,32,0,A01,A0101,A01010900,125651,12,20030827090000,http://tong.visitkorea.or.kr/cms/resource/96/3045896_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3045896_image3_1.jpg,Type3,128.5611022078,38.0340155463,6,20231122103904,7,,공수전계곡,25037
강원특별자치도 양양군 서면 구룡령로 2829-7,(공수전리),32,0,A02,A0203,A02030100,1626469,12,20120509234456,http://tong.visitkorea.or.kr/cms/resource/96/1583296_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1583296_image3_1.jpg,Type3,128.5594244943,38.0368457410,6,20231103134546,7,,공수전리 마을관리휴양지,25037
강원특별자치도 홍천군 동면,", 화촌면",32,0,A01,A0101,A01010400,125606,12,20030327090000,,,,128.0100618204,37.7157058762,6,20231117171944,16,033-430-2791,공작산,25154
강원특별자치도 홍천군 영귀미면 수타사로 409,,32,,A01,A0101,A01010500,3036718,12,20231110165807,http://tong.visitkorea.or.kr/cms/resource/96/3036696_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3036696_image3_1.jpg,Type3,127.9547146295,37.6965320616,6,20231110165820,16,,공작산생태숲,25152
충청북도 제천시 봉양읍 의암로 345,,33,0,A02,A0206,A02061400,1927855,12,20140624230746,http://tong.visitkorea.or.kr/cms/resource/44/1940944_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1940944_image3_1.jpg,Type3,128.0799648552,37.1142266986,6,20231206103749,7,,공전자연학교,27111
전라북도 진안군 노래재로 2,,37,,A02,A0203,A02030400,2833788,12,20220808141515,,,,127.3928416861,35.8562304611,6,20221214104544,14,,공정여행풍덩,55414
충청남도 공주시 계룡면 갑사로 567-3,,34,0,A02,A0201,A02010800,129557,12,20070518090000,http://tong.visitkorea.or.kr/cms/resource/13/2518213_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2518213_image2_1.jpg,Type3,127.1873630896,36.3655131816,6,20230913091510,1,,공주 갑사 철당간,32615
충청남도 공주시 계룡면 신원사동길 1,(계룡면),34,0,A02,A0201,A02010900,127239,12,20020513090000,http://tong.visitkorea.or.kr/cms/resource/21/2518221_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2518221_image2_1.jpg,Type3,127.1839669782,36.3355276659,6,20230906140356,1,,공주 계룡산 중악단,32619
충청남도 공주시 웅진로 280,(금성동),34,1,A02,A0201,A02010200,125949,12,20031205090000,http://tong.visitkorea.or.kr/cms/resource/75/2678675_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2678675_image3_1.jpg,Type3,127.1268075582,36.4629981682,6,20230829153525,1,,공주 공산성 [유네스코 세계유산],32555
